Diagnosis,LogsheetType,LogsheetTab,Column,Row,Value,ExtendedDiagnosis,FilePath,DataType,Requirement
source_mat_id error,water,sampling,source_mat_id,166,EMOBON_BPNS_Wa_166,source_mat_id should match ^EMOBON_BPNS_Wa_221027_3um_1$,/github/workspace/logsheets/filtered/water_sampling.csv,XSDString,mandatory
source_mat_id error,water,sampling,source_mat_id,167,EMOBON_BPNS_Wa_167,source_mat_id should match ^EMOBON_BPNS_Wa_221027_3um_2$,/github/workspace/logsheets/filtered/water_sampling.csv,XSDString,mandatory
source_mat_id error,water,sampling,source_mat_id,168,EMOBON_BPNS_Wa_168,source_mat_id should match ^EMOBON_BPNS_Wa_221027_3um_3$,/github/workspace/logsheets/filtered/water_sampling.csv,XSDString,mandatory
source_mat_id error,water,sampling,source_mat_id,169,EMOBON_BPNS_Wa_169,source_mat_id should match ^EMOBON_BPNS_Wa_221027_3um_4$,/github/workspace/logsheets/filtered/water_sampling.csv,XSDString,mandatory
source_mat_id error,water,sampling,source_mat_id,170,EMOBON_BPNS_Wa_170,source_mat_id should match ^EMOBON_BPNS_Wa_221027_3um_blank_1$,/github/workspace/logsheets/filtered/water_sampling.csv,XSDString,mandatory
source_mat_id error,water,sampling,source_mat_id,171,EMOBON_BPNS_Wa_171,source_mat_id should match ^EMOBON_BPNS_Wa_221027_NAum_1$,/github/workspace/logsheets/filtered/water_sampling.csv,XSDString,mandatory
source_mat_id error,water,sampling,source_mat_id,172,EMOBON_BPNS_Wa_172,source_mat_id should match ^EMOBON_BPNS_Wa_221027_NAum_2$,/github/workspace/logsheets/filtered/water_sampling.csv,XSDString,mandatory
source_mat_id error,water,sampling,source_mat_id,173,EMOBON_BPNS_Wa_173,source_mat_id should match ^EMOBON_BPNS_Wa_221027_NAum_3$,/github/workspace/logsheets/filtered/water_sampling.csv,XSDString,mandatory
source_mat_id error,water,sampling,source_mat_id,174,EMOBON_BPNS_Wa_174,source_mat_id should match ^EMOBON_BPNS_Wa_221027_NAum_4$,/github/workspace/logsheets/filtered/water_sampling.csv,XSDString,mandatory
source_mat_id error,water,sampling,source_mat_id,175,EMOBON_BPNS_Wa_175,source_mat_id should match ^EMOBON_BPNS_Wa_221027_NAum_blank_1$,/github/workspace/logsheets/filtered/water_sampling.csv,XSDString,mandatory
source_mat_id error,water,sampling,source_mat_id,176,EMOBON_BPNS_Wa_176,source_mat_id should match ^EMOBON_BPNS_Wa_221027_NAum_1$,/github/workspace/logsheets/filtered/water_sampling.csv,XSDString,mandatory
source_mat_id error,water,sampling,source_mat_id,177,EMOBON_BPNS_Wa_177,source_mat_id should match ^EMOBON_BPNS_Wa_221027_NAum_2$,/github/workspace/logsheets/filtered/water_sampling.csv,XSDString,mandatory
source_mat_id error,water,sampling,source_mat_id,178,EMOBON_BPNS_Wa_178,source_mat_id should match ^EMOBON_BPNS_Wa_221027_NAum_3$,/github/workspace/logsheets/filtered/water_sampling.csv,XSDString,mandatory
source_mat_id error,water,sampling,source_mat_id,179,EMOBON_BPNS_Wa_179,source_mat_id should match ^EMOBON_BPNS_Wa_221027_NAum_4$,/github/workspace/logsheets/filtered/water_sampling.csv,XSDString,mandatory
source_mat_id error,water,sampling,source_mat_id,180,EMOBON_BPNS_Wa_180,source_mat_id should match ^EMOBON_BPNS_Wa_221027_NAum_blank_1$,/github/workspace/logsheets/filtered/water_sampling.csv,XSDString,mandatory
source_mat_id error,water,sampling,source_mat_id,181,EMOBON_BPNS_Wa_181,source_mat_id should match ^EMOBON_BPNS_Wa_221212_200um_1$,/github/workspace/logsheets/filtered/water_sampling.csv,XSDString,mandatory
source_mat_id error,water,sampling,source_mat_id,182,EMOBON_BPNS_Wa_182,source_mat_id should match ^EMOBON_BPNS_Wa_221212_200um_2$,/github/workspace/logsheets/filtered/water_sampling.csv,XSDString,mandatory
source_mat_id error,water,sampling,source_mat_id,183,EMOBON_BPNS_Wa_183,source_mat_id should match ^EMOBON_BPNS_Wa_221212_200um_3$,/github/workspace/logsheets/filtered/water_sampling.csv,XSDString,mandatory
source_mat_id error,water,sampling,source_mat_id,184,EMOBON_BPNS_Wa_184,source_mat_id should match ^EMOBON_BPNS_Wa_221212_200um_4$,/github/workspace/logsheets/filtered/water_sampling.csv,XSDString,mandatory
source_mat_id error,water,sampling,source_mat_id,185,EMOBON_BPNS_Wa_185,source_mat_id should match ^EMOBON_BPNS_Wa_221212_200um_blank_1$,/github/workspace/logsheets/filtered/water_sampling.csv,XSDString,mandatory
source_mat_id error,water,sampling,source_mat_id,186,EMOBON_BPNS_Wa_186,source_mat_id should match ^EMOBON_BPNS_Wa_221212_3um_1$,/github/workspace/logsheets/filtered/water_sampling.csv,XSDString,mandatory
source_mat_id error,water,sampling,source_mat_id,187,EMOBON_BPNS_Wa_187,source_mat_id should match ^EMOBON_BPNS_Wa_221212_3um_2$,/github/workspace/logsheets/filtered/water_sampling.csv,XSDString,mandatory
source_mat_id error,water,sampling,source_mat_id,188,EMOBON_BPNS_Wa_188,source_mat_id should match ^EMOBON_BPNS_Wa_221212_3um_3$,/github/workspace/logsheets/filtered/water_sampling.csv,XSDString,mandatory
source_mat_id error,water,sampling,source_mat_id,189,EMOBON_BPNS_Wa_189,source_mat_id should match ^EMOBON_BPNS_Wa_221212_3um_4$,/github/workspace/logsheets/filtered/water_sampling.csv,XSDString,mandatory
source_mat_id error,water,sampling,source_mat_id,190,EMOBON_BPNS_Wa_190,source_mat_id should match ^EMOBON_BPNS_Wa_221212_3um_blank_1$,/github/workspace/logsheets/filtered/water_sampling.csv,XSDString,mandatory
source_mat_id error,water,sampling,source_mat_id,191,EMOBON_BPNS_Wa_191,source_mat_id should match ^EMOBON_BPNS_Wa_221212_NAum_1$,/github/workspace/logsheets/filtered/water_sampling.csv,XSDString,mandatory
source_mat_id error,water,sampling,source_mat_id,192,EMOBON_BPNS_Wa_192,source_mat_id should match ^EMOBON_BPNS_Wa_221212_NAum_2$,/github/workspace/logsheets/filtered/water_sampling.csv,XSDString,mandatory
source_mat_id error,water,sampling,source_mat_id,193,EMOBON_BPNS_Wa_193,source_mat_id should match ^EMOBON_BPNS_Wa_221212_NAum_3$,/github/workspace/logsheets/filtered/water_sampling.csv,XSDString,mandatory
source_mat_id error,water,sampling,source_mat_id,194,EMOBON_BPNS_Wa_194,source_mat_id should match ^EMOBON_BPNS_Wa_221212_NAum_4$,/github/workspace/logsheets/filtered/water_sampling.csv,XSDString,mandatory
source_mat_id error,water,sampling,source_mat_id,195,EMOBON_BPNS_Wa_195,source_mat_id should match ^EMOBON_BPNS_Wa_221212_NAum_blank_1$,/github/workspace/logsheets/filtered/water_sampling.csv,XSDString,mandatory
source_mat_id error,water,sampling,source_mat_id,196,EMOBON_BPNS_Wa_196,source_mat_id should match ^EMOBON_BPNS_Wa_221212_NAum_1$,/github/workspace/logsheets/filtered/water_sampling.csv,XSDString,mandatory
source_mat_id error,water,sampling,source_mat_id,197,EMOBON_BPNS_Wa_197,source_mat_id should match ^EMOBON_BPNS_Wa_221212_NAum_2$,/github/workspace/logsheets/filtered/water_sampling.csv,XSDString,mandatory
source_mat_id error,water,sampling,source_mat_id,198,EMOBON_BPNS_Wa_198,source_mat_id should match ^EMOBON_BPNS_Wa_221212_NAum_3$,/github/workspace/logsheets/filtered/water_sampling.csv,XSDString,mandatory
source_mat_id error,water,sampling,source_mat_id,199,EMOBON_BPNS_Wa_199,source_mat_id should match ^EMOBON_BPNS_Wa_221212_NAum_4$,/github/workspace/logsheets/filtered/water_sampling.csv,XSDString,mandatory
source_mat_id error,water,sampling,source_mat_id,200,EMOBON_BPNS_Wa_200,source_mat_id should match ^EMOBON_BPNS_Wa_221212_NAum_blank_1$,/github/workspace/logsheets/filtered/water_sampling.csv,XSDString,mandatory
source_mat_id error,water,sampling,source_mat_id,201,EMOBON_BPNS_Wa_201,source_mat_id should match ^EMOBON_BPNS_Wa_230216_200um_1$,/github/workspace/logsheets/filtered/water_sampling.csv,XSDString,mandatory
source_mat_id error,water,sampling,source_mat_id,202,EMOBON_BPNS_Wa_202,source_mat_id should match ^EMOBON_BPNS_Wa_230216_200um_2$,/github/workspace/logsheets/filtered/water_sampling.csv,XSDString,mandatory
source_mat_id error,water,sampling,source_mat_id,203,EMOBON_BPNS_Wa_203,source_mat_id should match ^EMOBON_BPNS_Wa_230216_200um_3$,/github/workspace/logsheets/filtered/water_sampling.csv,XSDString,mandatory
source_mat_id error,water,sampling,source_mat_id,204,EMOBON_BPNS_Wa_204,source_mat_id should match ^EMOBON_BPNS_Wa_230216_200um_4$,/github/workspace/logsheets/filtered/water_sampling.csv,XSDString,mandatory
source_mat_id error,water,sampling,source_mat_id,205,EMOBON_BPNS_Wa_205,source_mat_id should match ^EMOBON_BPNS_Wa_230216_200um_blank_1$,/github/workspace/logsheets/filtered/water_sampling.csv,XSDString,mandatory
source_mat_id error,water,sampling,source_mat_id,206,EMOBON_BPNS_Wa_206,source_mat_id should match ^EMOBON_BPNS_Wa_230216_3um_1$,/github/workspace/logsheets/filtered/water_sampling.csv,XSDString,mandatory
source_mat_id error,water,sampling,source_mat_id,207,EMOBON_BPNS_Wa_207,source_mat_id should match ^EMOBON_BPNS_Wa_230216_3um_2$,/github/workspace/logsheets/filtered/water_sampling.csv,XSDString,mandatory
source_mat_id error,water,sampling,source_mat_id,208,EMOBON_BPNS_Wa_208,source_mat_id should match ^EMOBON_BPNS_Wa_230216_3um_3$,/github/workspace/logsheets/filtered/water_sampling.csv,XSDString,mandatory
source_mat_id error,water,sampling,source_mat_id,209,EMOBON_BPNS_Wa_209,source_mat_id should match ^EMOBON_BPNS_Wa_230216_3um_4$,/github/workspace/logsheets/filtered/water_sampling.csv,XSDString,mandatory
source_mat_id error,water,sampling,source_mat_id,210,EMOBON_BPNS_Wa_210,source_mat_id should match ^EMOBON_BPNS_Wa_230216_3um_blank_1$,/github/workspace/logsheets/filtered/water_sampling.csv,XSDString,mandatory
source_mat_id error,water,sampling,source_mat_id,211,EMOBON_BPNS_Wa_211,source_mat_id should match ^EMOBON_BPNS_Wa_230216_NAum_1$,/github/workspace/logsheets/filtered/water_sampling.csv,XSDString,mandatory
source_mat_id error,water,sampling,source_mat_id,212,EMOBON_BPNS_Wa_212,source_mat_id should match ^EMOBON_BPNS_Wa_230216_NAum_2$,/github/workspace/logsheets/filtered/water_sampling.csv,XSDString,mandatory
source_mat_id error,water,sampling,source_mat_id,213,EMOBON_BPNS_Wa_213,source_mat_id should match ^EMOBON_BPNS_Wa_230216_NAum_3$,/github/workspace/logsheets/filtered/water_sampling.csv,XSDString,mandatory
source_mat_id error,water,sampling,source_mat_id,214,EMOBON_BPNS_Wa_214,source_mat_id should match ^EMOBON_BPNS_Wa_230216_NAum_4$,/github/workspace/logsheets/filtered/water_sampling.csv,XSDString,mandatory
source_mat_id error,water,sampling,source_mat_id,215,EMOBON_BPNS_Wa_215,source_mat_id should match ^EMOBON_BPNS_Wa_230216_NAum_blank_1$,/github/workspace/logsheets/filtered/water_sampling.csv,XSDString,mandatory
source_mat_id error,water,sampling,source_mat_id,216,EMOBON_BPNS_Wa_216,source_mat_id should match ^EMOBON_BPNS_Wa_230216_NAum_1$,/github/workspace/logsheets/filtered/water_sampling.csv,XSDString,mandatory
source_mat_id error,water,sampling,source_mat_id,217,EMOBON_BPNS_Wa_217,source_mat_id should match ^EMOBON_BPNS_Wa_230216_NAum_2$,/github/workspace/logsheets/filtered/water_sampling.csv,XSDString,mandatory
source_mat_id error,water,sampling,source_mat_id,218,EMOBON_BPNS_Wa_218,source_mat_id should match ^EMOBON_BPNS_Wa_230216_NAum_3$,/github/workspace/logsheets/filtered/water_sampling.csv,XSDString,mandatory
source_mat_id error,water,sampling,source_mat_id,219,EMOBON_BPNS_Wa_219,source_mat_id should match ^EMOBON_BPNS_Wa_230216_NAum_4$,/github/workspace/logsheets/filtered/water_sampling.csv,XSDString,mandatory
source_mat_id error,water,sampling,source_mat_id,220,EMOBON_BPNS_Wa_220,source_mat_id should match ^EMOBON_BPNS_Wa_230216_NAum_blank_1$,/github/workspace/logsheets/filtered/water_sampling.csv,XSDString,mandatory
source_mat_id error,water,sampling,source_mat_id,221,EMOBON_BPNS_Wa_221,source_mat_id should match ^EMOBON_BPNS_Wa_230621_200um_1$,/github/workspace/logsheets/filtered/water_sampling.csv,XSDString,mandatory
source_mat_id error,water,sampling,source_mat_id,222,EMOBON_BPNS_Wa_222,source_mat_id should match ^EMOBON_BPNS_Wa_230621_200um_2$,/github/workspace/logsheets/filtered/water_sampling.csv,XSDString,mandatory
source_mat_id error,water,sampling,source_mat_id,223,EMOBON_BPNS_Wa_223,source_mat_id should match ^EMOBON_BPNS_Wa_230621_200um_3$,/github/workspace/logsheets/filtered/water_sampling.csv,XSDString,mandatory
source_mat_id error,water,sampling,source_mat_id,224,EMOBON_BPNS_Wa_224,source_mat_id should match ^EMOBON_BPNS_Wa_230621_200um_4$,/github/workspace/logsheets/filtered/water_sampling.csv,XSDString,mandatory
source_mat_id error,water,sampling,source_mat_id,225,EMOBON_BPNS_Wa_225,source_mat_id should match ^EMOBON_BPNS_Wa_230621_200um_blank_1$,/github/workspace/logsheets/filtered/water_sampling.csv,XSDString,mandatory
source_mat_id error,water,sampling,source_mat_id,226,EMOBON_BPNS_Wa_226,source_mat_id should match ^EMOBON_BPNS_Wa_230621_3um_1$,/github/workspace/logsheets/filtered/water_sampling.csv,XSDString,mandatory
source_mat_id error,water,sampling,source_mat_id,227,EMOBON_BPNS_Wa_227,source_mat_id should match ^EMOBON_BPNS_Wa_230621_3um_2$,/github/workspace/logsheets/filtered/water_sampling.csv,XSDString,mandatory
source_mat_id error,water,sampling,source_mat_id,228,EMOBON_BPNS_Wa_228,source_mat_id should match ^EMOBON_BPNS_Wa_230621_3um_3$,/github/workspace/logsheets/filtered/water_sampling.csv,XSDString,mandatory
source_mat_id error,water,sampling,source_mat_id,229,EMOBON_BPNS_Wa_229,source_mat_id should match ^EMOBON_BPNS_Wa_230621_3um_4$,/github/workspace/logsheets/filtered/water_sampling.csv,XSDString,mandatory
source_mat_id error,water,sampling,source_mat_id,230,EMOBON_BPNS_Wa_230,source_mat_id should match ^EMOBON_BPNS_Wa_230621_3um_blank_1$,/github/workspace/logsheets/filtered/water_sampling.csv,XSDString,mandatory
source_mat_id error,water,sampling,source_mat_id,231,EMOBON_BPNS_Wa_231,source_mat_id should match ^EMOBON_BPNS_Wa_230621_NAum_1$,/github/workspace/logsheets/filtered/water_sampling.csv,XSDString,mandatory
source_mat_id error,water,sampling,source_mat_id,232,EMOBON_BPNS_Wa_232,source_mat_id should match ^EMOBON_BPNS_Wa_230621_NAum_2$,/github/workspace/logsheets/filtered/water_sampling.csv,XSDString,mandatory
source_mat_id error,water,sampling,source_mat_id,233,EMOBON_BPNS_Wa_233,source_mat_id should match ^EMOBON_BPNS_Wa_230621_NAum_3$,/github/workspace/logsheets/filtered/water_sampling.csv,XSDString,mandatory
source_mat_id error,water,sampling,source_mat_id,234,EMOBON_BPNS_Wa_234,source_mat_id should match ^EMOBON_BPNS_Wa_230621_NAum_4$,/github/workspace/logsheets/filtered/water_sampling.csv,XSDString,mandatory
source_mat_id error,water,sampling,source_mat_id,235,EMOBON_BPNS_Wa_235,source_mat_id should match ^EMOBON_BPNS_Wa_230621_NAum_blank_1$,/github/workspace/logsheets/filtered/water_sampling.csv,XSDString,mandatory
source_mat_id error,water,sampling,source_mat_id,236,EMOBON_BPNS_Wa_236,source_mat_id should match ^EMOBON_BPNS_Wa_230621_NAum_1$,/github/workspace/logsheets/filtered/water_sampling.csv,XSDString,mandatory
source_mat_id error,water,sampling,source_mat_id,237,EMOBON_BPNS_Wa_237,source_mat_id should match ^EMOBON_BPNS_Wa_230621_NAum_2$,/github/workspace/logsheets/filtered/water_sampling.csv,XSDString,mandatory
source_mat_id error,water,sampling,source_mat_id,238,EMOBON_BPNS_Wa_238,source_mat_id should match ^EMOBON_BPNS_Wa_230621_NAum_3$,/github/workspace/logsheets/filtered/water_sampling.csv,XSDString,mandatory
source_mat_id error,water,sampling,source_mat_id,239,EMOBON_BPNS_Wa_239,source_mat_id should match ^EMOBON_BPNS_Wa_230621_NAum_4$,/github/workspace/logsheets/filtered/water_sampling.csv,XSDString,mandatory
source_mat_id error,water,sampling,source_mat_id,240,EMOBON_BPNS_Wa_240,source_mat_id should match ^EMOBON_BPNS_Wa_230621_NAum_blank_1$,/github/workspace/logsheets/filtered/water_sampling.csv,XSDString,mandatory
source_mat_id error,water,sampling,source_mat_id,241,EMOBON_BPNS_Wa_241,source_mat_id should match ^EMOBON_BPNS_Wa_230817_200um_1$,/github/workspace/logsheets/filtered/water_sampling.csv,XSDString,mandatory
source_mat_id error,water,sampling,source_mat_id,242,EMOBON_BPNS_Wa_242,source_mat_id should match ^EMOBON_BPNS_Wa_230817_200um_2$,/github/workspace/logsheets/filtered/water_sampling.csv,XSDString,mandatory
source_mat_id error,water,sampling,source_mat_id,243,EMOBON_BPNS_Wa_243,source_mat_id should match ^EMOBON_BPNS_Wa_230817_200um_3$,/github/workspace/logsheets/filtered/water_sampling.csv,XSDString,mandatory
source_mat_id error,water,sampling,source_mat_id,244,EMOBON_BPNS_Wa_244,source_mat_id should match ^EMOBON_BPNS_Wa_230817_200um_4$,/github/workspace/logsheets/filtered/water_sampling.csv,XSDString,mandatory
source_mat_id error,water,sampling,source_mat_id,245,EMOBON_BPNS_Wa_245,source_mat_id should match ^EMOBON_BPNS_Wa_230817_200um_blank_1$,/github/workspace/logsheets/filtered/water_sampling.csv,XSDString,mandatory
source_mat_id error,water,sampling,source_mat_id,246,EMOBON_BPNS_Wa_246,source_mat_id should match ^EMOBON_BPNS_Wa_230817_3um_1$,/github/workspace/logsheets/filtered/water_sampling.csv,XSDString,mandatory
source_mat_id error,water,sampling,source_mat_id,247,EMOBON_BPNS_Wa_247,source_mat_id should match ^EMOBON_BPNS_Wa_230817_3um_2$,/github/workspace/logsheets/filtered/water_sampling.csv,XSDString,mandatory
source_mat_id error,water,sampling,source_mat_id,248,EMOBON_BPNS_Wa_248,source_mat_id should match ^EMOBON_BPNS_Wa_230817_3um_3$,/github/workspace/logsheets/filtered/water_sampling.csv,XSDString,mandatory
source_mat_id error,water,sampling,source_mat_id,249,EMOBON_BPNS_Wa_249,source_mat_id should match ^EMOBON_BPNS_Wa_230817_3um_4$,/github/workspace/logsheets/filtered/water_sampling.csv,XSDString,mandatory
source_mat_id error,water,sampling,source_mat_id,250,EMOBON_BPNS_Wa_250,source_mat_id should match ^EMOBON_BPNS_Wa_230817_3um_blank_1$,/github/workspace/logsheets/filtered/water_sampling.csv,XSDString,mandatory
source_mat_id error,water,sampling,source_mat_id,251,EMOBON_BPNS_Wa_251,source_mat_id should match ^EMOBON_BPNS_Wa_230817_NAum_1$,/github/workspace/logsheets/filtered/water_sampling.csv,XSDString,mandatory
source_mat_id error,water,sampling,source_mat_id,252,EMOBON_BPNS_Wa_252,source_mat_id should match ^EMOBON_BPNS_Wa_230817_NAum_2$,/github/workspace/logsheets/filtered/water_sampling.csv,XSDString,mandatory
source_mat_id error,water,sampling,source_mat_id,253,EMOBON_BPNS_Wa_253,source_mat_id should match ^EMOBON_BPNS_Wa_230817_NAum_3$,/github/workspace/logsheets/filtered/water_sampling.csv,XSDString,mandatory
source_mat_id error,water,sampling,source_mat_id,254,EMOBON_BPNS_Wa_254,source_mat_id should match ^EMOBON_BPNS_Wa_230817_NAum_4$,/github/workspace/logsheets/filtered/water_sampling.csv,XSDString,mandatory
source_mat_id error,water,sampling,source_mat_id,255,EMOBON_BPNS_Wa_255,source_mat_id should match ^EMOBON_BPNS_Wa_230817_NAum_blank_1$,/github/workspace/logsheets/filtered/water_sampling.csv,XSDString,mandatory
source_mat_id error,water,sampling,source_mat_id,256,EMOBON_BPNS_Wa_256,source_mat_id should match ^EMOBON_BPNS_Wa_230817_NAum_1$,/github/workspace/logsheets/filtered/water_sampling.csv,XSDString,mandatory
source_mat_id error,water,sampling,source_mat_id,257,EMOBON_BPNS_Wa_257,source_mat_id should match ^EMOBON_BPNS_Wa_230817_NAum_2$,/github/workspace/logsheets/filtered/water_sampling.csv,XSDString,mandatory
source_mat_id error,water,sampling,source_mat_id,258,EMOBON_BPNS_Wa_258,source_mat_id should match ^EMOBON_BPNS_Wa_230817_NAum_3$,/github/workspace/logsheets/filtered/water_sampling.csv,XSDString,mandatory
source_mat_id error,water,sampling,source_mat_id,259,EMOBON_BPNS_Wa_259,source_mat_id should match ^EMOBON_BPNS_Wa_230817_NAum_4$,/github/workspace/logsheets/filtered/water_sampling.csv,XSDString,mandatory
source_mat_id error,water,sampling,source_mat_id,260,EMOBON_BPNS_Wa_260,source_mat_id should match ^EMOBON_BPNS_Wa_230817_NAum_blank_1$,/github/workspace/logsheets/filtered/water_sampling.csv,XSDString,mandatory
membership violation,sediment,sampling,comm_samp,194,<empty>,"comm_samp must be in ['micro', 'meio', 'macro', 'blank']",/github/workspace/logsheets/filtered/sediment_sampling.csv,XSDString,mandatory
membership violation,sediment,sampling,comm_samp,195,<empty>,"comm_samp must be in ['micro', 'meio', 'macro', 'blank']",/github/workspace/logsheets/filtered/sediment_sampling.csv,XSDString,mandatory
datatype mismatch,sediment,measured,pressure,73,Expected 12-2024,\,/github/workspace/logsheets/filtered/sediment_measured.csv,XSDFloat,optional
datatype mismatch,sediment,measured,pressure,74,Expected 12-2024,\,/github/workspace/logsheets/filtered/sediment_measured.csv,XSDFloat,optional
datatype mismatch,sediment,measured,pressure,75,Expected 12-2024,\,/github/workspace/logsheets/filtered/sediment_measured.csv,XSDFloat,optional
datatype mismatch,sediment,measured,pressure,94,Expected 12-2024,\,/github/workspace/logsheets/filtered/sediment_measured.csv,XSDFloat,optional
datatype mismatch,sediment,measured,pressure,95,Expected 12-2024,\,/github/workspace/logsheets/filtered/sediment_measured.csv,XSDFloat,optional
datatype mismatch,sediment,measured,pressure,96,Expected 12-2024,\,/github/workspace/logsheets/filtered/sediment_measured.csv,XSDFloat,optional
datatype mismatch,sediment,measured,pressure,97,Expected 12-2024,\,/github/workspace/logsheets/filtered/sediment_measured.csv,XSDFloat,optional
missing value,sediment,measured,redox_potential,1,<empty>,\,/github/workspace/logsheets/filtered/sediment_measured.csv,XSDFloat,mandatory
missing value,sediment,measured,redox_potential,2,<empty>,\,/github/workspace/logsheets/filtered/sediment_measured.csv,XSDFloat,mandatory
missing value,sediment,measured,redox_potential,3,<empty>,\,/github/workspace/logsheets/filtered/sediment_measured.csv,XSDFloat,mandatory
missing value,sediment,measured,redox_potential,4,<empty>,\,/github/workspace/logsheets/filtered/sediment_measured.csv,XSDFloat,mandatory
missing value,sediment,measured,redox_potential,5,<empty>,\,/github/workspace/logsheets/filtered/sediment_measured.csv,XSDFloat,mandatory
missing value,sediment,measured,redox_potential,6,<empty>,\,/github/workspace/logsheets/filtered/sediment_measured.csv,XSDFloat,mandatory
missing value,sediment,measured,redox_potential,7,<empty>,\,/github/workspace/logsheets/filtered/sediment_measured.csv,XSDFloat,mandatory
missing value,sediment,measured,redox_potential,8,<empty>,\,/github/workspace/logsheets/filtered/sediment_measured.csv,XSDFloat,mandatory
missing value,sediment,measured,redox_potential,9,<empty>,\,/github/workspace/logsheets/filtered/sediment_measured.csv,XSDFloat,mandatory
missing value,sediment,measured,redox_potential,10,<empty>,\,/github/workspace/logsheets/filtered/sediment_measured.csv,XSDFloat,mandatory
missing value,sediment,measured,redox_potential,11,<empty>,\,/github/workspace/logsheets/filtered/sediment_measured.csv,XSDFloat,mandatory
missing value,sediment,measured,redox_potential,12,<empty>,\,/github/workspace/logsheets/filtered/sediment_measured.csv,XSDFloat,mandatory
missing value,sediment,measured,redox_potential,13,<empty>,\,/github/workspace/logsheets/filtered/sediment_measured.csv,XSDFloat,mandatory
missing value,sediment,measured,redox_potential,14,<empty>,\,/github/workspace/logsheets/filtered/sediment_measured.csv,XSDFloat,mandatory
missing value,sediment,measured,redox_potential,15,<empty>,\,/github/workspace/logsheets/filtered/sediment_measured.csv,XSDFloat,mandatory
missing value,sediment,measured,redox_potential,16,<empty>,\,/github/workspace/logsheets/filtered/sediment_measured.csv,XSDFloat,mandatory
missing value,sediment,measured,redox_potential,17,<empty>,\,/github/workspace/logsheets/filtered/sediment_measured.csv,XSDFloat,mandatory
missing value,sediment,measured,redox_potential,18,<empty>,\,/github/workspace/logsheets/filtered/sediment_measured.csv,XSDFloat,mandatory
missing value,sediment,measured,redox_potential,19,<empty>,\,/github/workspace/logsheets/filtered/sediment_measured.csv,XSDFloat,mandatory
missing value,sediment,measured,redox_potential,20,<empty>,\,/github/workspace/logsheets/filtered/sediment_measured.csv,XSDFloat,mandatory
missing value,sediment,measured,redox_potential,21,<empty>,\,/github/workspace/logsheets/filtered/sediment_measured.csv,XSDFloat,mandatory
missing value,sediment,measured,redox_potential,22,<empty>,\,/github/workspace/logsheets/filtered/sediment_measured.csv,XSDFloat,mandatory
missing value,sediment,measured,redox_potential,23,<empty>,\,/github/workspace/logsheets/filtered/sediment_measured.csv,XSDFloat,mandatory
missing value,sediment,measured,redox_potential,24,<empty>,\,/github/workspace/logsheets/filtered/sediment_measured.csv,XSDFloat,mandatory
missing value,sediment,measured,redox_potential,25,<empty>,\,/github/workspace/logsheets/filtered/sediment_measured.csv,XSDFloat,mandatory
missing value,sediment,measured,redox_potential,26,<empty>,\,/github/workspace/logsheets/filtered/sediment_measured.csv,XSDFloat,mandatory
missing value,sediment,measured,redox_potential,27,<empty>,\,/github/workspace/logsheets/filtered/sediment_measured.csv,XSDFloat,mandatory
missing value,sediment,measured,redox_potential,28,<empty>,\,/github/workspace/logsheets/filtered/sediment_measured.csv,XSDFloat,mandatory
missing value,sediment,measured,redox_potential,29,<empty>,\,/github/workspace/logsheets/filtered/sediment_measured.csv,XSDFloat,mandatory
missing value,sediment,measured,redox_potential,30,<empty>,\,/github/workspace/logsheets/filtered/sediment_measured.csv,XSDFloat,mandatory
missing value,sediment,measured,redox_potential,31,<empty>,\,/github/workspace/logsheets/filtered/sediment_measured.csv,XSDFloat,mandatory
missing value,sediment,measured,redox_potential,32,<empty>,\,/github/workspace/logsheets/filtered/sediment_measured.csv,XSDFloat,mandatory
missing value,sediment,measured,redox_potential,33,<empty>,\,/github/workspace/logsheets/filtered/sediment_measured.csv,XSDFloat,mandatory
missing value,sediment,measured,redox_potential,34,<empty>,\,/github/workspace/logsheets/filtered/sediment_measured.csv,XSDFloat,mandatory
missing value,sediment,measured,redox_potential,35,<empty>,\,/github/workspace/logsheets/filtered/sediment_measured.csv,XSDFloat,mandatory
missing value,sediment,measured,redox_potential,36,<empty>,\,/github/workspace/logsheets/filtered/sediment_measured.csv,XSDFloat,mandatory
missing value,sediment,measured,redox_potential,37,<empty>,\,/github/workspace/logsheets/filtered/sediment_measured.csv,XSDFloat,mandatory
missing value,sediment,measured,redox_potential,38,<empty>,\,/github/workspace/logsheets/filtered/sediment_measured.csv,XSDFloat,mandatory
missing value,sediment,measured,redox_potential,39,<empty>,\,/github/workspace/logsheets/filtered/sediment_measured.csv,XSDFloat,mandatory
missing value,sediment,measured,redox_potential,40,<empty>,\,/github/workspace/logsheets/filtered/sediment_measured.csv,XSDFloat,mandatory
missing value,sediment,measured,redox_potential,41,<empty>,\,/github/workspace/logsheets/filtered/sediment_measured.csv,XSDFloat,mandatory
missing value,sediment,measured,redox_potential,42,<empty>,\,/github/workspace/logsheets/filtered/sediment_measured.csv,XSDFloat,mandatory
missing value,sediment,measured,redox_potential,43,<empty>,\,/github/workspace/logsheets/filtered/sediment_measured.csv,XSDFloat,mandatory
missing value,sediment,measured,redox_potential,44,<empty>,\,/github/workspace/logsheets/filtered/sediment_measured.csv,XSDFloat,mandatory
